rank,player_id,player_name,country,highest_paying_game,total_overall_usd,total_game_usd,pct_of_total_num,source_url
808,Illidan,Ilya Pevcaev,Russian Federation,Dota 2,388809.49000000005,386106.42000000004,99.3,https://www.esportsearnings.com/players/highest-earnings-top-900
809,Shu,"Kim, Jin Seo","Korea, Republic of",Overwatch 2,388196.41000000003,335462.14999999997,86.42,https://www.esportsearnings.com/players/highest-earnings-top-900
810,Kamikaze,JoÃ£o Gomes,Brazil,Rainbow Six Siege,388164.31,388164.31,100,https://www.esportsearnings.com/players/highest-earnings-top-900
811,xwudd,"Wu, Bo",China,PLAYERUNKNOWNâS BATTLEGROUNDS,388060.88,388060.88,100,https://www.esportsearnings.com/players/highest-earnings-top-900
812,ZooMaa,Tom Paparratto,United States,Call of Duty: WWII,387519.6,94500,24.39,https://www.esportsearnings.com/players/highest-earnings-top-900
813,Stork,"Song, Byung Goo","Korea, Republic of",StarCraft: Brood War,387248.21,257763.22,66.56,https://www.esportsearnings.com/players/highest-earnings-top-900
814,Mo_aubameyang,Mohammed Harkous,Germany,FIFA 19,387072.72000000003,288553.3,74.55,https://www.esportsearnings.com/players/highest-earnings-top-900
815,Cyber,Jaime Ramos,Brazil,Rainbow Six Siege,387051.91000000003,387051.91000000003,100,https://www.esportsearnings.com/players/highest-earnings-top-900
816,Achieved,Matthew Solomon,United States,Rainbow Six Siege,387000,387000,100,https://www.esportsearnings.com/players/highest-earnings-top-900
817,Doo,"Meng, Kun",China,CrossFire,385942.99000000005,385942.99000000005,100,https://www.esportsearnings.com/players/highest-earnings-top-900
818,ChenXia,"Wang, Qing",China,Arena of Valor,385775.17,385775.17,100,https://www.esportsearnings.com/players/highest-earnings-top-900
819,Erika,"Yang, Shaohan",China,Dota 2,385683.53,385683.53,100,https://www.esportsearnings.com/players/highest-earnings-top-900
820,Jensen,Nicolaj Jensen,Denmark,League of Legends,385416.68,385416.68,100,https://www.esportsearnings.com/players/highest-earnings-top-900
821,QingChen,"Zhang, Youquan",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,384459.5,384459.5,100,https://www.esportsearnings.com/players/highest-earnings-top-900
822,STYKO,Martin Styk,Slovakia,Counter-Strike: Global Offensive,384269.67,371202.41000000003,96.6,https://www.esportsearnings.com/players/highest-earnings-top-900
823,DkPhobos,Alexander Kucheria,Ukraine,Dota 2,383575.32,381917.05,99.57,https://www.esportsearnings.com/players/highest-earnings-top-900
824,ON,"Luo, Wenjun",China,League of Legends,383392.09,383392.09,100,https://www.esportsearnings.com/players/highest-earnings-top-900
825,March,"Park, Tae Won","Korea, Republic of",Dota 2,383210.97000000003,383210.97000000003,100,https://www.esportsearnings.com/players/highest-earnings-top-900
826,AnishGiri,Anish Giri,Netherlands,chess24,382889.14999999997,262428.61,68.54,https://www.esportsearnings.com/players/highest-earnings-top-900
827,Bound,Adam Gray,United States,Halo Infinite,382400,381650,99.8,https://www.esportsearnings.com/players/highest-earnings-top-900
828,Mack,Makenzie Kelley,United States,Call of Duty: Vanguard,382125,137500,35.98,https://www.esportsearnings.com/players/highest-earnings-top-900
829,ApparentlyJack,Jack Benton,United Kingdom,Rocket League,382009.49000000005,382009.49000000005,100,https://www.esportsearnings.com/players/highest-earnings-top-900
830,Elk,"Zhao, Jiahao",China,League of Legends,381211.13,381211.13,100,https://www.esportsearnings.com/players/highest-earnings-top-900
831,TheCruz,Piyapon Boonchuay,Thailand,Free Fire,381210.28,381210.28,100,https://www.esportsearnings.com/players/highest-earnings-top-900
832,mini,"Byun, Hyun Je","Korea, Republic of",StarCraft: Remastered,381200.64999999997,368744.9,96.73,https://www.esportsearnings.com/players/highest-earnings-top-900
833,Doran,"Choi, Hyeon Joon","Korea, Republic of",League of Legends,380839,380839,100,https://www.esportsearnings.com/players/highest-earnings-top-900
834,Pakazs,Christian Savina,Peru,Dota 2,380705.2,380705.2,100,https://www.esportsearnings.com/players/highest-earnings-top-900
835,Msir,"Jiang, Boyuan",China,Arena of Valor,380600.97000000003,380600.97000000003,100,https://www.esportsearnings.com/players/highest-earnings-top-900
836,Yagao,"Zeng, Qi",China,League of Legends,380467.01,380467.01,100,https://www.esportsearnings.com/players/highest-earnings-top-900
837,illias,Illias Ganeev,Russian Federation,Dota 2,380074.42000000004,380074.42000000004,100,https://www.esportsearnings.com/players/highest-earnings-top-900
838,Rain,"Jung, Yoon Jong","Korea, Republic of",StarCraft II,379135.64999999997,236690.51,62.43,https://www.esportsearnings.com/players/highest-earnings-top-900
839,KIOSHIMA,Fabien Fiey,France,Counter-Strike: Global Offensive,379045.59,378804.11,99.94000000000001,https://www.esportsearnings.com/players/highest-earnings-top-900
840,SuKi,"Wan, Quanjun",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,378659.55,378659.55,100,https://www.esportsearnings.com/players/highest-earnings-top-900
841,Op,"Ou, Peng",China,Dota 2,378326.22000000003,378326.22000000003,100,https://www.esportsearnings.com/players/highest-earnings-top-900
842,ZerO,"Kim, Myung Woon","Korea, Republic of",StarCraft: Remastered,377898.04,283129.79000000004,74.92,https://www.esportsearnings.com/players/highest-earnings-top-900
843,seized,Denis Kostin,Russian Federation,Counter-Strike: Global Offensive,377628.99000000005,351407.57,93.06,https://www.esportsearnings.com/players/highest-earnings-top-900
844,Itachi,Amine Benayachi,Morocco,Rocket League,377586.58,377586.58,100,https://www.esportsearnings.com/players/highest-earnings-top-900
845,Cty,"Chen, Tianyu",China,Dota 2,377526.26,377526.26,100,https://www.esportsearnings.com/players/highest-earnings-top-900
846,Nerchio,Artur Bloch,Poland,StarCraft II,376554.08,375054.08,99.6,https://www.esportsearnings.com/players/highest-earnings-top-900
847,KarlTzy,Karl Nepomuceno,Philippines,Mobile Legends: Bang Bang,376284.67,376284.67,100,https://www.esportsearnings.com/players/highest-earnings-top-900
848,Bosco,Dylan Bosco,United States,Rainbow Six Siege,376083.33,376083.33,100,https://www.esportsearnings.com/players/highest-earnings-top-900
849,sAviOr,"Ma, Jae Yoon","Korea, Republic of",StarCraft: Brood War,376082.44,339963.24,90.4,https://www.esportsearnings.com/players/highest-earnings-top-900
850,Alem4o,Karl Zarth,Brazil,Rainbow Six Siege,375684.3,375684.3,100,https://www.esportsearnings.com/players/highest-earnings-top-900
851,PVDDR,Paulo Damo da Rosa,Brazil,Magic: The Gathering Arena,375500,375500,100,https://www.esportsearnings.com/players/highest-earnings-top-900
852,Levi de Weerd,Levi de Weerd,Netherlands,FIFA 23,375382.94,118173.26,31.479999999999997,https://www.esportsearnings.com/players/highest-earnings-top-900
853,MarineLorD,Alexis Eusebio,France,Age of Empires IV,375167.67,270643.16,72.14,https://www.esportsearnings.com/players/highest-earnings-top-900
854,HeRoMaRinE,Gabriel Segat,Germany,StarCraft II,375134.7,373884.7,99.66999999999999,https://www.esportsearnings.com/players/highest-earnings-top-900
855,Mir,Nikolay Bityukov,Russian Federation,Counter-Strike: Global Offensive,375089.3,271105.96,72.28,https://www.esportsearnings.com/players/highest-earnings-top-900
856,Snute,Jens Aasgaard,Norway,StarCraft II,375038.71,375038.71,100,https://www.esportsearnings.com/players/highest-earnings-top-900
857,PraY,"Kim, Jong In","Korea, Republic of",League of Legends,374943.56,374943.56,100,https://www.esportsearnings.com/players/highest-earnings-top-900
858,blameF,Benjamin Bremer,Denmark,Counter-Strike: Global Offensive,374817.63999999996,312236.08,83.3,https://www.esportsearnings.com/players/highest-earnings-top-900
859,Profit,"Park, Joon Yeong","Korea, Republic of",Overwatch,374144.66,341761.33,91.34,https://www.esportsearnings.com/players/highest-earnings-top-900
860,Pengu,Niclas Mouritzen,Denmark,Rainbow Six Siege,374107.39,373157.39,99.75,https://www.esportsearnings.com/players/highest-earnings-top-900
861,dennis,Dennis Edman,Sweden,Counter-Strike: Global Offensive,373282.24,366702.68,98.24000000000001,https://www.esportsearnings.com/players/highest-earnings-top-900
862,matic,Vitalii Shulga,Russian Federation,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,372639.71,372639.71,100,https://www.esportsearnings.com/players/highest-earnings-top-900
863,Li,"Xiao, Qigui",China,Naraka: Bladepoint,372315.37,372315.37,100,https://www.esportsearnings.com/players/highest-earnings-top-900
864,Reet,Nathan Amundson,United States,Fortnite,371680.78,371680.78,100,https://www.esportsearnings.com/players/highest-earnings-top-900
865,Aixleft,"Zuo, Zixuan",China,PLAYERUNKNOWNâS BATTLEGROUNDS,371037.68,371037.68,100,https://www.esportsearnings.com/players/highest-earnings-top-900
866,Ace,Aaron Elam,United States,Halo 4,371037.5,202625,54.61,https://www.esportsearnings.com/players/highest-earnings-top-900
867,Izayaki,"Kim, Min Chul","Korea, Republic of",Overwatch,370914.62,307796.77,82.98,https://www.esportsearnings.com/players/highest-earnings-top-900
868,posesi,"Ishibashi, Wataru",Japan,Hearthstone,370815,370815,100,https://www.esportsearnings.com/players/highest-earnings-top-900
869,ChiYo,"Han, Hyeon-Seok","Korea, Republic of",Overwatch 2,370727.57,347480.86,93.73,https://www.esportsearnings.com/players/highest-earnings-top-900
870,LeeJaeGon,"Lee, Jae Gon","Korea, Republic of",Overwatch,370390.41000000003,306842.56,82.84,https://www.esportsearnings.com/players/highest-earnings-top-900
871,alwayswannafly,Andrii Bondarenko,Ukraine,Dota 2,370041.45,369554.01,99.86999999999999,https://www.esportsearnings.com/players/highest-earnings-top-900
872,Paulo Neto,Paulo Neto,Brazil,FIFA 23,369560.06,169000,45.730000000000004,https://www.esportsearnings.com/players/highest-earnings-top-900
873,Panda,Jose Leonardo Padilla Hernandez,Peru,Dota 2,366855.46,366855.46,100,https://www.esportsearnings.com/players/highest-earnings-top-900
874,Letme,"Yan, Junze",China,League of Legends,366745.59,366745.59,100,https://www.esportsearnings.com/players/highest-earnings-top-900
875,Stoned,Purin Rongkhankaew,Thailand,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,366303.1,366303.1,100,https://www.esportsearnings.com/players/highest-earnings-top-900
876,qojqva,Maximilian Broecker,Germany,Dota 2,365940.08,365940.08,100,https://www.esportsearnings.com/players/highest-earnings-top-900
877,Reverse2k,Malachi Greiner,United States,Fortnite,365831.92000000004,365331.92000000004,99.86,https://www.esportsearnings.com/players/highest-earnings-top-900
878,Fifakill,Ethan Pink,United Kingdom,Call of Duty: Warzone,364739.09,359489.09,98.56,https://www.esportsearnings.com/players/highest-earnings-top-900
879,MentaL,Billy Putnam,United States,Gears of War 4,364676.67,226630,62.15,https://www.esportsearnings.com/players/highest-earnings-top-900
880,Rampy,Nathanial Duvall,United States,Rainbow Six Siege,364593.33,364593.33,100,https://www.esportsearnings.com/players/highest-earnings-top-900
881,ArtStyle,Ivan Antonov,Ukraine,Dota 2,364570.71,360537.73000000004,98.89,https://www.esportsearnings.com/players/highest-earnings-top-900
882,CH0R0NG,"Sung, Yu Min","Korea, Republic of",Overwatch 2,364160.23000000004,348372.86,95.66,https://www.esportsearnings.com/players/highest-earnings-top-900
883,AYYJAYY,Austin Aebi,United States,Rocket League,363975.95,363915.95,99.98,https://www.esportsearnings.com/players/highest-earnings-top-900
884,Grubby,Manuel Schenkhuizen,Netherlands,WarCraft III,363571.93000000005,303059.04,83.36,https://www.esportsearnings.com/players/highest-earnings-top-900
885,HuaYun,"Zhang, Kaifeng",China,Arena of Valor,361940.72000000003,361940.72000000003,100,https://www.esportsearnings.com/players/highest-earnings-top-900
886,Ghosty,Daniel Rothe-Malachinski,United States,Call of Duty: Black Ops 6,361745,135000,37.32,https://www.esportsearnings.com/players/highest-earnings-top-900
887,Reset,"Im, Jin Woo","Korea, Republic of",Heroes of the Storm,360243.52,360243.52,100,https://www.esportsearnings.com/players/highest-earnings-top-900
888,Chap,Ryan Chaplo,United States,Fortnite,360066.67,350816.67,97.43,https://www.esportsearnings.com/players/highest-earnings-top-900
889,DongRaeGu,"Park, Soo Ho","Korea, Republic of",StarCraft II,359737.09,359737.09,100,https://www.esportsearnings.com/players/highest-earnings-top-900
890,n0rb3r7,David Danielyan,Russian Federation,Counter-Strike: Global Offensive,359446.9,224922.73,62.57,https://www.esportsearnings.com/players/highest-earnings-top-900
891,Roth,Dylan Short,United States,PLAYERUNKNOWNâS BATTLEGROUNDS,359334.53,359334.53,100,https://www.esportsearnings.com/players/highest-earnings-top-900
892,Poach,Jake Brumleve,United States,Fortnite,358933.33,327525,91.25,https://www.esportsearnings.com/players/highest-earnings-top-900
893,Huni,"Heo, Seung Hoon","Korea, Republic of",League of Legends,357699.25,357699.25,100,https://www.esportsearnings.com/players/highest-earnings-top-900
894,Oheb,Kiel Calvin Soriano,Philippines,Mobile Legends: Bang Bang,357030.31,357030.31,100,https://www.esportsearnings.com/players/highest-earnings-top-900
895,Moshi,Ratchanon Kunrayason,Thailand,Free Fire,356886.73000000004,356886.73000000004,100,https://www.esportsearnings.com/players/highest-earnings-top-900
896,Light,"Lee, Jae Ho","Korea, Republic of",StarCraft: Remastered,356809.06,313071.29000000004,87.74000000000001,https://www.esportsearnings.com/players/highest-earnings-top-900
897,SchwepXz,Supachai Singkaew,Thailand,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,356335.44,356335.44,100,https://www.esportsearnings.com/players/highest-earnings-top-900
898,syrsoN,Florian Rische,Germany,Counter-Strike: Global Offensive,356304.37,318904.37,89.5,https://www.esportsearnings.com/players/highest-earnings-top-900
899,Void,"Kang, Jun Woo","Korea, Republic of",Overwatch,356076.68,343101.68,96.36,https://www.esportsearnings.com/players/highest-earnings-top-900
900,Tixzy,Daniil Gordeev,Russian Federation,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,355363.46,355363.46,100,https://www.esportsearnings.com/players/highest-earnings-top-900
901,SuNan,"Su, Xuezhuang",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,354397.19,348397.19,98.31,https://www.esportsearnings.com/players/highest-earnings-top-1000
902,Ttsst,"Kang, Woon Sung","Korea, Republic of",Heroes of the Storm,354363.98000000004,354363.98000000004,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
903,Lon9z,"Xiao, Haitao",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,354079.64999999997,354079.64999999997,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
904,Dd,"Huang, Youci",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,354044.87,354044.87,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
905,Ibiza,Jord van Geldere,Netherlands,PLAYERUNKNOWNâS BATTLEGROUNDS,353969.63,353969.63,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
906,Angry Bird,Amjad Alshalabi,United Arab Emirates,Street Fighter 6,353835.71,314431,88.86,https://www.esportsearnings.com/players/highest-earnings-top-1000
907,OnlyS,"Liu, Yang",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,353670.33999999997,353670.33999999997,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
908,Mino,"Zhao, Lumin",China,CrossFire,353543.09,353543.09,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
909,Joyo,Joe Young,United Kingdom,Rocket League,353409.72000000003,353409.72000000003,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
910,bLitz,Garidmagnai Byambasuren,Mongolia,Counter-Strike 2,353249.9,312616.67,88.5,https://www.esportsearnings.com/players/highest-earnings-top-1000
911,Bono Huis,Bono Huis,Netherlands,rFactor 2,353101.06,259917.97999999998,73.61,https://www.esportsearnings.com/players/highest-earnings-top-1000
912,Sp9rk1e,"Kim, Young Han","Korea, Republic of",Overwatch 2,353088.93000000005,230320.14,65.23,https://www.esportsearnings.com/players/highest-earnings-top-1000
913,Devine,"Sekigawa, Kouki",Japan,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,353085.3,353085.3,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
914,Cizzorz,Jack Cizek,United States,Fortnite,353016.67,345750,97.94000000000001,https://www.esportsearnings.com/players/highest-earnings-top-1000
915,BaRRaCCuDDa,John Salter,United States,SMITE,353006.64999999997,353006.64999999997,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
916,Haru,"Kang, Min Seung","Korea, Republic of",League of Legends,352776.52,352776.52,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
917,Edison,"Kim, Tae Hoon","Korea, Republic of",Overwatch 2,352402.69,225625,64.02,https://www.esportsearnings.com/players/highest-earnings-top-1000
918,SwordArt,"Hu, Shuo-Chieh","Taiwan, Republic of China",League of Legends,352298.16,352298.16,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
919,Hunterace,Casper Notto,Norway,Hearthstone,352116.26,352116.26,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
920,éªçµ,"Yao, Chenyi",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,351878.17,351878.17,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
921,XiaoA,"Yang, Rongxin",China,Arena of Valor,351824.12,351824.12,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
922,XqLuN,"Xiao, Qilun",China,CrossFire,351641.24,351641.24,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
923,k1to,Nils Gruhne,Germany,Counter-Strike: Global Offensive,351469.9,328686.57,93.52,https://www.esportsearnings.com/players/highest-earnings-top-1000
924,MSL,Mathias Lauridsen,Denmark,Counter-Strike: Global Offensive,351357.63999999996,350499.2,99.76,https://www.esportsearnings.com/players/highest-earnings-top-1000
925,Refsgaard,Oscar Dalgas Refsgaard,Denmark,Fortnite,351318.16,351318.16,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
926,Techno4k,Sodbayar Munkhbold,Mongolia,Counter-Strike 2,351100.36,312616.67,89.04,https://www.esportsearnings.com/players/highest-earnings-top-1000
927,mequ,Alexey Tolov,Russian Federation,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,350563.46,350563.46,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
928,Mix6GG,"Wang, Biao",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,350465.89,350465.89,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
929,Karl,Karl Baldovino,Philippines,Dota 2,349796.67,349796.67,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
930,Ming,"Chi, Xiaoming",China,Arena of Valor,349105.43000000005,349105.43000000005,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
931,Surrender,"Kim, Jung Soo","Korea, Republic of",Hearthstone,349001.57,327131.57,93.73,https://www.esportsearnings.com/players/highest-earnings-top-1000
932,Fly100%,"Lu, Weiliang",China,WarCraft III,348697.8,255967.8,73.41000000000001,https://www.esportsearnings.com/players/highest-earnings-top-1000
933,Pavel,Pavel Beltiukov,Russian Federation,Hearthstone,348648,348648,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
934,dycha,PaweÅ Dycha,Poland,Counter-Strike: Global Offensive,348562.94,315029.61,90.38,https://www.esportsearnings.com/players/highest-earnings-top-1000
935,sitetampo,"-, -",Japan,Brawl Stars,348500.02,348500.02,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
936,Fbz,Saieful Ilham,Indonesia,Dota 2,348063.38,348063.38,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
937,hen1,Henrique Teles,Brazil,Counter-Strike: Global Offensive,347933.86,303745.29000000004,87.3,https://www.esportsearnings.com/players/highest-earnings-top-1000
938,Doki,Jack Robertson,United Kingdom,Rainbow Six Siege,347590.22000000003,347590.22000000003,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
939,shou,"Wang, Kang",China,PLAYERUNKNOWNâS BATTLEGROUNDS,346860.96,346860.96,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
940,SiLLY,Justin Fargo-Palmer,United States,Call of Duty: WWII,346638.85,184648.43,53.27,https://www.esportsearnings.com/players/highest-earnings-top-1000
941,Looper,"Jang, Hyeong Seok","Korea, Republic of",League of Legends,346636.78,346636.78,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
942,Revo,Roan AlÃ©ssio,Brazil,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,346603.13,346603.13,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
943,Maden,Pavle BoÅ¡koviÄ,Montenegro,Counter-Strike: Global Offensive,346515.56,274315.56,79.16,https://www.esportsearnings.com/players/highest-earnings-top-1000
944,Qz,"Zhang, Qingbo",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,346455.25,346455.25,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
945,Elazer,MikoÅaj Ogonowski,Poland,StarCraft II,346184.64999999997,338016.14999999997,97.64,https://www.esportsearnings.com/players/highest-earnings-top-1000
946,ANS,"Lee, Seon Chang","Korea, Republic of",Overwatch,345667.8,272364.23000000004,78.79,https://www.esportsearnings.com/players/highest-earnings-top-1000
947,Chris Wong,"Wong, Yuk Cheung",Hong Kong,Street Fighter 6,345537.33,344419.2,99.67999999999999,https://www.esportsearnings.com/players/highest-earnings-top-1000
948,GuMiho,"Koh, Byung Jae","Korea, Republic of",StarCraft II,345511.1,344463.27,99.7,https://www.esportsearnings.com/players/highest-earnings-top-1000
949,Hans sama,Steven Liv,France,League of Legends,345245.54,345245.54,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
950,Drini,Drini Gjoka,United States,Madden NFL 20,345000,85000,24.64,https://www.esportsearnings.com/players/highest-earnings-top-1000
951,Mellman,Konstantin Levkin,Georgia,PLAYERUNKNOWNâS BATTLEGROUNDS,344693.1,344693.1,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
952,GetHigh,Rachata Saethian,Thailand,Free Fire,344649.83999999997,344649.83999999997,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
953,TeePee,Tyler Polchow,United States,Call of Duty: Ghosts,344453.71,124686.76,36.2,https://www.esportsearnings.com/players/highest-earnings-top-1000
954,Xbei,"Tu, ZhanYa",China,PLAYERUNKNOWNâS BATTLEGROUNDS,344079.3,344079.3,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
955,VINI,Vinicius Figueiredo,Brazil,Counter-Strike: Global Offensive,343757.81,275338.69,80.1,https://www.esportsearnings.com/players/highest-earnings-top-1000
956,caiotg1,Caio Testi da Silva,Brazil,Rocket League,342988.55,342988.55,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
957,soulz1,Lucas Schinke,Brazil,Rainbow Six Siege,342840.98000000004,342840.98000000004,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
958,ScreaM,Adil Benrlitom,Belgium,Counter-Strike: Global Offensive,342674.11,249663.46,72.86,https://www.esportsearnings.com/players/highest-earnings-top-1000
959,Shinboi,Nolan Burdick,Canada,PLAYERUNKNOWNâS BATTLEGROUNDS,342657.75,342657.75,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
960,Archie,Archie Pickthall,United Kingdom,Rocket League,342589.14999999997,342589.14999999997,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
961,alyaGG,Aleksandr Pirogov,Russian Federation,PLAYERUNKNOWNâS BATTLEGROUNDS,342518.1,342518.1,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
962,Tarzan,"Lee, Seung Yong","Korea, Republic of",League of Legends,342018.94,342018.94,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
963,Zand,- -,Denmark,Fortnite,341325,341325,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
964,hiimtylerh,Tyler -,Canada,Fortnite,341250,341250,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
964,Suezhoo,Stephan -,Belgium,Fortnite,341250,341250,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
966,Fabian,Fabian HÃ¤llstenâ,Sweden,Rainbow Six Siege,340115.99000000005,340115.99000000005,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
967,LyonBeast,Maxime Vachier-Lagrave,France,Chess.com,340009.75,218931.14,64.39,https://www.esportsearnings.com/players/highest-earnings-top-1000
968,Jonbeast,Jonathan Marquez,United States,Madden NFL 22,340000,142500,41.91,https://www.esportsearnings.com/players/highest-earnings-top-1000
969,mason,Mason Venne,United States,Dota 2,339235.49000000005,337235.49000000005,99.41000000000001,https://www.esportsearnings.com/players/highest-earnings-top-1000
970,Mafioso,Daniel Henrique vaz,Brazil,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,339173.13,339173.13,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
971,Dog,David Caero,United States,Hearthstone,339090.89,235488.38999999998,69.45,https://www.esportsearnings.com/players/highest-earnings-top-1000
972,Sekys,Muhammad Haqqullah Bin Ahmad Shahrul Zaman,Malaysia,Mobile Legends: Bang Bang,338516.67,338516.67,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
973,SaRa,"Suzuki, Kento",Japan,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,338440.79000000004,338440.79000000004,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
974,Ahmad,Ahmad Abdullah,Saudi Arabia,Rocket League,338108.06,338108.06,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
975,aizy,Philip Aistrup Larsen,Denmark,Counter-Strike: Global Offensive,337991.67,335393.8,99.23,https://www.esportsearnings.com/players/highest-earnings-top-1000
976,Noahreyli,Noah Rey,Switzerland,Fortnite,337887.57,337887.57,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
977,iDom,Derek Ruffin,United States,Street Fighter V: Arcade Edition,337762.37,258444.8,76.52,https://www.esportsearnings.com/players/highest-earnings-top-1000
978,NaDa,"Lee, Yoon Yeol","Korea, Republic of",StarCraft: Brood War,337401.66,302505.83999999997,89.66,https://www.esportsearnings.com/players/highest-earnings-top-1000
979,Frozen,"Zhou, Yuchao",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,336810.52,336810.52,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
980,bloodyface,Brian Eason,United States,Hearthstone,336578,333778,99.16999999999999,https://www.esportsearnings.com/players/highest-earnings-top-1000
981,Doublelift,Peter Peng,United States,League of Legends,336475.81,336475.81,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
982,tiziaN,Tizian Feldbusch,Germany,Counter-Strike: Global Offensive,336389.74,334872.74,99.55,https://www.esportsearnings.com/players/highest-earnings-top-1000
983,sparkingg,Pedro Ribeiro,Brazil,PLAYERUNKNOWNâS BATTLEGROUNDS,336302.5,336302.5,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
984,Arsenal,Tshaka Lateef Taylor Jr,United States,Rocket League,336273.13,336273.13,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
985,Dosia,Mikhail Stolyarov,Russian Federation,Counter-Strike: Global Offensive,335807.7,310360.22000000003,92.42,https://www.esportsearnings.com/players/highest-earnings-top-1000
986,Dan,Danila Dontsov,Russian Federation,Rainbow Six Siege,335465.32,335465.32,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
987,ZuiChu,"Long, Zhubiao",China,Arena of Valor,335372.09,335372.09,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
988,xxxLu,"Wei, Daying",China,PLAYERUNKNOWNâS BATTLEGROUNDS,335194.39,335194.39,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
989,comm,Robert Kyser,United States,Rocket League,335120.63,335120.63,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
990,Pajkatt,Per Anders Olsson-Lille,Sweden,Dota 2,334875.27,333967.61,99.73,https://www.esportsearnings.com/players/highest-earnings-top-1000
991,Gesture,"Hong, Jae Hee","Korea, Republic of",Overwatch,334811.33,334261.33,99.84,https://www.esportsearnings.com/players/highest-earnings-top-1000
992,General,"Shu, Zhiqi",China,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,334699.91000000003,334699.91000000003,100,https://www.esportsearnings.com/players/highest-earnings-top-1000
